Category Code,Diagnosis Code,Full Code,Abbreviated Description,Full Description,Category Title
F1393,0,F13930,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, uncomplicated","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal"
F1393,1,F13931,"Sedatv/hyp/anxiolytc use, unsp w withdrawal delirium","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal"
F1393,2,F13932,"Sedatv/hyp/anxiolytc use, unsp w w/drawal w perceptl disturb","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal"
F1393,9,F13939,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, unsp","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified","Sedative, hypnotic or anxiolytic use, unspecified with withdrawal"
F1394,,F1394,"Sedative, hypnotic or anxiolytic use, unsp w mood disorder","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder"
F1395,0,F13950,"Sedatv/hyp/anxiolytc use, unsp w psych disorder w delusions","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder"
F1395,1,F13951,"Sedatv/hyp/anxiolytc use, unsp w psych disorder w hallucin","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder"
F1395,9,F13959,"Sedatv/hyp/anxiolytc use, unsp w psychotic disorder, unsp","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder"
F1396,,F1396,"Sedatv/hyp/anxiolytc use, unsp w persist amnestic disorder","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder"
F1397,,F1397,"Sedatv/hyp/anxiolytc use, unsp w persisting dementia","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia"
F1398,0,F13980,"Sedatv/hyp/anxiolytc use, unsp w anxiety disorder","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder","Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders"
F1398,1,F13981,"Sedatv/hyp/anxiolytc use, unsp w sexual dysfunction","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sexual dysfunction","Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders"
F1398,2,F13982,"Sedative, hypnotic or anxiolytic use, unsp w sleep disorder","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder","Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders"
F1398,8,F13988,"Sedative, hypnotic or anxiolytic use, unsp w oth disorder","Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder","Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders"
F1399,,F1399,"Sedative, hypnotic or anxiolytic use, unsp w unsp disorder","Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder","Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder"
F141,0,F1410,"Cocaine abuse, uncomplicated","Cocaine abuse, uncomplicated",Cocaine abuse
F141,1,F1411,"Cocaine abuse, in remission","Cocaine abuse, in remission",Cocaine abuse
F1412,0,F14120,"Cocaine abuse with intoxication, uncomplicated","Cocaine abuse with intoxication, uncomplicated",Cocaine abuse with intoxication
F1412,1,F14121,Cocaine abuse with intoxication with delirium,Cocaine abuse with intoxication with delirium,Cocaine abuse with intoxication
F1412,2,F14122,Cocaine abuse with intoxication with perceptual disturbance,Cocaine abuse with intoxication with perceptual disturbance,Cocaine abuse with intoxication
F1412,9,F14129,"Cocaine abuse with intoxication, unspecified","Cocaine abuse with intoxication, unspecified",Cocaine abuse with intoxication
F1414,,F1414,Cocaine abuse with cocaine-induced mood disorder,Cocaine abuse with cocaine-induced mood disorder,Cocaine abuse with cocaine-induced mood disorder
F1415,0,F14150,Cocaine abuse w cocaine-induc psychotic disorder w delusions,Cocaine abuse with cocaine-induced psychotic disorder with delusions,Cocaine abuse with cocaine-induced psychotic disorder
F1415,1,F14151,Cocaine abuse w cocaine-induc psychotic disorder w hallucin,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,Cocaine abuse with cocaine-induced psychotic disorder
F1415,9,F14159,"Cocaine abuse with cocaine-induced psychotic disorder, unsp","Cocaine abuse with cocaine-induced psychotic disorder, unspecified",Cocaine abuse with cocaine-induced psychotic disorder
F1418,0,F14180,Cocaine abuse with cocaine-induced anxiety disorder,Cocaine abuse with cocaine-induced anxiety disorder,Cocaine abuse with other cocaine-induced disorder
F1418,1,F14181,Cocaine abuse with cocaine-induced sexual dysfunction,Cocaine abuse with cocaine-induced sexual dysfunction,Cocaine abuse with other cocaine-induced disorder
F1418,2,F14182,Cocaine abuse with cocaine-induced sleep disorder,Cocaine abuse with cocaine-induced sleep disorder,Cocaine abuse with other cocaine-induced disorder
F1418,8,F14188,Cocaine abuse with other cocaine-induced disorder,Cocaine abuse with other cocaine-induced disorder,Cocaine abuse with other cocaine-induced disorder
F1419,,F1419,Cocaine abuse with unspecified cocaine-induced disorder,Cocaine abuse with unspecified cocaine-induced disorder,Cocaine abuse with unspecified cocaine-induced disorder
F142,0,F1420,"Cocaine dependence, uncomplicated","Cocaine dependence, uncomplicated",Cocaine dependence
F142,1,F1421,"Cocaine dependence, in remission","Cocaine dependence, in remission",Cocaine dependence
F1422,0,F14220,"Cocaine dependence with intoxication, uncomplicated","Cocaine dependence with intoxication, uncomplicated",Cocaine dependence with intoxication
F1422,1,F14221,Cocaine dependence with intoxication delirium,Cocaine dependence with intoxication delirium,Cocaine dependence with intoxication
F1422,2,F14222,Cocaine dependence w intoxication w perceptual disturbance,Cocaine dependence with intoxication with perceptual disturbance,Cocaine dependence with intoxication
F1422,9,F14229,"Cocaine dependence with intoxication, unspecified","Cocaine dependence with intoxication, unspecified",Cocaine dependence with intoxication
F1423,,F1423,Cocaine dependence with withdrawal,Cocaine dependence with withdrawal,Cocaine dependence with withdrawal
F1424,,F1424,Cocaine dependence with cocaine-induced mood disorder,Cocaine dependence with cocaine-induced mood disorder,Cocaine dependence with cocaine-induced mood disorder
F1425,0,F14250,Cocaine depend w cocaine-induc psych disorder w delusions,Cocaine dependence with cocaine-induced psychotic disorder with delusions,Cocaine dependence with cocaine-induced psychotic disorder
F1425,1,F14251,Cocaine depend w cocaine-induc psychotic disorder w hallucin,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,Cocaine dependence with cocaine-induced psychotic disorder
F1425,9,F14259,"Cocaine dependence w cocaine-induc psychotic disorder, unsp","Cocaine dependence with cocaine-induced psychotic disorder, unspecified",Cocaine dependence with cocaine-induced psychotic disorder
F1428,0,F14280,Cocaine dependence with cocaine-induced anxiety disorder,Cocaine dependence with cocaine-induced anxiety disorder,Cocaine dependence with other cocaine-induced disorder
F1428,1,F14281,Cocaine dependence with cocaine-induced sexual dysfunction,Cocaine dependence with cocaine-induced sexual dysfunction,Cocaine dependence with other cocaine-induced disorder
F1428,2,F14282,Cocaine dependence with cocaine-induced sleep disorder,Cocaine dependence with cocaine-induced sleep disorder,Cocaine dependence with other cocaine-induced disorder
F1428,8,F14288,Cocaine dependence with other cocaine-induced disorder,Cocaine dependence with other cocaine-induced disorder,Cocaine dependence with other cocaine-induced disorder
F1429,,F1429,Cocaine dependence with unspecified cocaine-induced disorder,Cocaine dependence with unspecified cocaine-induced disorder,Cocaine dependence with unspecified cocaine-induced disorder
F149,0,F1490,"Cocaine use, unspecified, uncomplicated","Cocaine use, unspecified, uncomplicated","Cocaine use, unspecified"
F1492,0,F14920,"Cocaine use, unspecified with intoxication, uncomplicated","Cocaine use, unspecified with intoxication, uncomplicated","Cocaine use, unspecified with intoxication"
F1492,1,F14921,"Cocaine use, unspecified with intoxication delirium","Cocaine use, unspecified with intoxication delirium","Cocaine use, unspecified with intoxication"
F1492,2,F14922,"Cocaine use, unsp w intoxication with perceptual disturbance","Cocaine use, unspecified with intoxication with perceptual disturbance","Cocaine use, unspecified with intoxication"
F1492,9,F14929,"Cocaine use, unspecified with intoxication, unspecified","Cocaine use, unspecified with intoxication, unspecified","Cocaine use, unspecified with intoxication"
F1494,,F1494,"Cocaine use, unspecified with cocaine-induced mood disorder","Cocaine use, unspecified with cocaine-induced mood disorder","Cocaine use, unspecified with cocaine-induced mood disorder"
F1495,0,F14950,"Cocaine use, unsp w cocaine-induc psych disorder w delusions","Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions","Cocaine use, unspecified with cocaine-induced psychotic disorder"
F1495,1,F14951,"Cocaine use, unsp w cocaine-induc psych disorder w hallucin","Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations","Cocaine use, unspecified with cocaine-induced psychotic disorder"
F1495,9,F14959,"Cocaine use, unsp w cocaine-induced psychotic disorder, unsp","Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified","Cocaine use, unspecified with cocaine-induced psychotic disorder"
F1498,0,F14980,"Cocaine use, unsp with cocaine-induced anxiety disorder","Cocaine use, unspecified with cocaine-induced anxiety disorder","Cocaine use, unspecified with other specified cocaine-induced disorder"
F1498,1,F14981,"Cocaine use, unsp with cocaine-induced sexual dysfunction","Cocaine use, unspecified with cocaine-induced sexual dysfunction","Cocaine use, unspecified with other specified cocaine-induced disorder"
F1498,2,F14982,"Cocaine use, unspecified with cocaine-induced sleep disorder","Cocaine use, unspecified with cocaine-induced sleep disorder","Cocaine use, unspecified with other specified cocaine-induced disorder"
F1498,8,F14988,"Cocaine use, unspecified with other cocaine-induced disorder","Cocaine use, unspecified with other cocaine-induced disorder","Cocaine use, unspecified with other specified cocaine-induced disorder"
F1499,,F1499,"Cocaine use, unsp with unspecified cocaine-induced disorder","Cocaine use, unspecified with unspecified cocaine-induced disorder","Cocaine use, unspecified with unspecified cocaine-induced disorder"
F151,0,F1510,"Other stimulant abuse, uncomplicated","Other stimulant abuse, uncomplicated",Other stimulant abuse
F151,1,F1511,"Other stimulant abuse, in remission","Other stimulant abuse, in remission",Other stimulant abuse
F1512,0,F15120,"Other stimulant abuse with intoxication, uncomplicated","Other stimulant abuse with intoxication, uncomplicated",Other stimulant abuse with intoxication
F1512,1,F15121,Other stimulant abuse with intoxication delirium,Other stimulant abuse with intoxication delirium,Other stimulant abuse with intoxication
F1512,2,F15122,Oth stimulant abuse w intoxication w perceptual disturbance,Other stimulant abuse with intoxication with perceptual disturbance,Other stimulant abuse with intoxication
F1512,9,F15129,"Other stimulant abuse with intoxication, unspecified","Other stimulant abuse with intoxication, unspecified",Other stimulant abuse with intoxication
F1514,,F1514,Other stimulant abuse with stimulant-induced mood disorder,Other stimulant abuse with stimulant-induced mood disorder,Other stimulant abuse with stimulant-induced mood disorder
